model,accuracy,std,accuracy_pct,features,classifier,note
SBERT (multilingual),0.3906,0.0132,39.06%,SBERT (paraphrase-multilingual-MiniLM-L12-v2) cosine vs 1.original,Logistic Regression,Sentence embedding đa ngôn ngữ
