category,file,status,error,mean_similarity,min_similarity,max_similarity,std_similarity,ref_to_hyp_mean,hyp_to_ref_mean,num_chunks_ref,num_chunks_hyp
1.original,56_2020_QH14_422707.txt,ok,,0.841024,0.631011,0.919347,0.042279,0.885962,0.876721,42,42
1.original,56_2024_QH15_m_622318.txt,ok,,0.829631,0.601053,0.914191,0.045541,0.885255,0.880193,70,70
1.original,57_2020_QH14_416260.txt,ok,,0.840520,0.621838,0.911509,0.042115,0.882265,0.876793,33,33
1.original,57_2024_QH15_623631.txt,ok,,0.835566,0.608791,0.917328,0.031865,0.881088,0.879107,92,92
1.original,58_2020_QH14_395767.txt,ok,,0.838522,0.666610,0.911825,0.028247,0.878316,0.875415,58,57
1.original,58_2024_QH15_m_621645.txt,ok,,0.846667,0.557400,0.913934,0.031441,0.887022,0.883313,161,161
1.original,58_2026_NQ-HDND_709771.txt,ok,,0.845869,0.784917,0.948587,0.040764,0.904744,0.892750,5,5
1.original,59_2020_QH14_427301.txt,ok,,0.830770,0.618342,0.907660,0.027367,0.878263,0.874123,356,355
1.original,59_2024_QH15_606865.txt,ok,,0.822792,0.591469,0.917330,0.034672,0.881230,0.870906,258,258
1.original,60_2020_QH14_373522.txt,ok,,0.834044,0.670152,0.917135,0.044814,0.884361,0.877503,29,29
1.original,60_2024_QH15_m_621343.txt,ok,,0.833758,0.661285,0.889154,0.029347,0.871786,0.866812,53,53
1.original,60_2026_NQ-HDND_709424.txt,ok,,0.838916,0.689632,0.924558,0.058750,0.895543,0.895087,7,7
1.original,61_2020_QH14_321051.txt,ok,,0.795174,0.521984,0.985894,0.071208,0.881771,0.880800,167,167
1.original,61_2024_QH15_613892.txt,ok,,0.836957,0.628586,0.918168,0.026324,0.882639,0.876440,182,182
1.original,62_2020_QH14_418229.txt,ok,,0.847143,0.588492,0.913790,0.031107,0.887812,0.883012,94,94
1.original,62_2025_QH15_643744.txt,ok,,0.788077,0.558806,0.906051,0.069850,0.849801,0.839792,19,19
1.original,63_2020_QH14_402074.txt,ok,,0.829032,0.700882,0.909364,0.027464,0.867899,0.865836,74,74
1.original,63_2025_QH15_639242.txt,ok,,0.834699,0.704388,0.902486,0.028085,0.873651,0.867948,46,46
1.original,63_2026_QD-UBND_709654.txt,ok,,0.859514,0.660794,0.935541,0.040066,0.903424,0.895992,30,30
1.original,64_2020_QH14_374160.txt,ok,,0.837266,0.688848,0.916829,0.025310,0.879456,0.873841,136,136
1.original,64_2025_QH15_639239.txt,ok,,0.840249,0.732191,0.911655,0.025003,0.881390,0.880753,115,114
1.original,65_2020_QH14_422708.txt,ok,,0.814740,0.697644,0.891608,0.040993,0.867505,0.858545,12,12
1.original,65_2025_QH15_639241.txt,ok,,0.829198,0.600335,0.914419,0.035649,0.881164,0.874974,119,118
1.original,66_2020_QH14_439845.txt,ok,,0.848689,0.751574,0.907029,0.024317,0.882364,0.885593,44,44
1.original,66_2025_QH15_621225.txt,ok,,0.783755,0.460093,0.912382,0.088603,0.873355,0.872193,23,23
1.original,67_2020_QH14_m_373520.txt,ok,,0.807878,0.522275,0.924083,0.039027,0.861784,0.862504,115,115
1.original,67_2025_QH15_580594.txt,ok,,0.836160,0.745663,0.917583,0.025142,0.877942,0.877053,52,52
1.original,68_2020_QH14_435315.txt,ok,,0.830719,0.710356,0.942319,0.032007,0.876221,0.878466,57,56
1.original,68_2025_QH15_578018.txt,ok,,0.833676,0.642794,0.895249,0.027847,0.869340,0.869728,77,77
1.original,69_2020_QH14_439844.txt,ok,,0.838894,0.692619,0.904316,0.027392,0.880681,0.876132,100,98
1.original,69_2025_QH15_603983.txt,ok,,0.844631,0.710723,0.920226,0.026835,0.885496,0.885700,74,74
1.original,70_2020_QH14_376557.txt,ok,,0.837692,0.607640,0.916106,0.029795,0.880613,0.872815,57,57
1.original,70_2025_QH15_580121.txt,ok,,0.844581,0.700027,0.920395,0.029729,0.886119,0.879354,56,56
1.original,70_2026_NQ-HDND_709515.txt,ok,,0.841184,0.661225,0.950036,0.058066,0.898880,0.895524,11,11
1.original,71_2020_QH14_366792.txt,ok,,0.818772,0.635988,0.900801,0.039193,0.861938,0.864787,17,17
1.original,71_2025_QH15_621341.txt,ok,,0.841131,0.557721,0.907049,0.039112,0.882661,0.881506,68,68
1.original,72_2020_QH14_431147.txt,ok,,0.846309,0.661581,0.915094,0.022795,0.888169,0.885478,333,333
1.original,72_2025_QH15_649675.txt,ok,,0.834683,0.629844,0.915137,0.031115,0.882035,0.878673,141,141
1.original,73_2021_QH14_445185.txt,ok,,0.838305,0.709587,0.908326,0.025648,0.879938,0.875555,63,63
1.original,73_2025_QH15_621345.txt,ok,,0.852950,0.738400,0.908519,0.021538,0.885058,0.883913,43,43
1.original,74_2025_QH15_m_530912.txt,ok,,0.832027,0.648357,0.916028,0.030562,0.876553,0.870141,63,63
1.original,75_2025_QH15_555035.txt,ok,,0.829319,0.614574,0.910207,0.055629,0.877931,0.878572,31,31
1.original,76_2025_QH15_659899.txt,ok,,0.831893,0.679117,0.907866,0.048428,0.873848,0.879858,17,17
1.original,77_2025_QH15_643029.txt,ok,,0.811291,0.543718,0.893643,0.076201,0.863734,0.869186,19,19
1.original,78_2025_QH15_m_623226.txt,ok,,0.841523,0.632627,0.907837,0.032797,0.884033,0.878449,72,72
1.original,79_2025_QH15_660522.txt,ok,,0.810253,0.463536,0.877061,0.068411,0.848736,0.859357,26,25
1.original,80_2025_QH15_649688.txt,ok,,0.837828,0.763607,0.908577,0.021773,0.878422,0.871636,46,46
1.original,81_2025_QH15_660533.txt,ok,,0.855381,0.699321,0.927467,0.028692,0.899786,0.892072,61,61
1.original,82_2025_QH15_660530.txt,ok,,0.811629,0.562004,0.900277,0.049677,0.858461,0.864132,25,25
1.original,83_2025_QH15_663780.txt,ok,,0.790845,0.462808,0.876114,0.071734,0.842929,0.839890,30,29
1.original,84_2025_QH15_655378.txt,ok,,0.845360,0.583094,0.928939,0.041785,0.896291,0.884446,92,92
1.original,85_2025_QH15_651570.txt,ok,,0.834694,0.574637,0.921898,0.046980,0.890759,0.888948,52,52
1.original,86_2025_QH15_662377.txt,ok,,0.782610,0.495895,0.900594,0.053070,0.856091,0.859973,118,117
1.original,87_2025_QH15_662673.txt,ok,,0.843679,0.728473,0.907509,0.030538,0.880468,0.883796,31,31
1.original,88_2025_QH15_m_659898.txt,ok,,0.810460,0.509569,0.909168,0.050264,0.865361,0.861234,48,48
1.original,89_2025_QH15_650061.txt,ok,,0.860032,0.276704,0.933774,0.051873,0.902186,0.895610,139,138
1.original,8_2026_QH16_704810.txt,ok,,0.825889,0.689061,0.890979,0.033851,0.874097,0.866345,17,17
1.original,90_2025_QH15_m_662379.txt,ok,,0.832402,0.505134,0.910637,0.040466,0.879172,0.880847,160,160
1.original,91_2025_QH15_m_625628.txt,ok,,0.846728,0.699411,0.900969,0.024308,0.882570,0.877181,61,61
1.original,92_2025_QH15_659897.txt,ok,,0.851948,0.778190,0.927837,0.023148,0.888487,0.883459,28,28
1.original,93_2025_QH15_m_581164.txt,ok,,0.846500,0.633071,0.914908,0.028271,0.889578,0.885828,146,146
1.original,94_2025_QH15_643689.txt,ok,,0.850457,0.592395,0.920088,0.032402,0.890716,0.886996,127,127
1.original,95_2025_QH15_622480.txt,ok,,0.836344,0.701622,0.927931,0.030310,0.887528,0.876019,84,84
1.original,96_2025_QH15_648594.txt,ok,,0.839984,0.741985,0.898202,0.030078,0.873715,0.871116,12,12
1.original,97_2025_QH15_663709.txt,ok,,0.809704,0.672111,0.896074,0.042442,0.860451,0.865182,15,15
1.original,98_2025_QH15_662116.txt,ok,,0.844085,0.677038,0.912007,0.034988,0.885075,0.887682,64,64
1.original,99_2025_QH15_662829.txt,ok,,0.813439,0.517735,0.931349,0.053053,0.876285,0.870433,65,64
2.insert,01_2021_QH15_486447.txt,ok,,0.838323,0.672402,0.916383,0.032988,0.888433,0.887441,18,19
2.insert,01_2026_NQ-HDND_707600.txt,ok,,0.837950,0.719912,0.909255,0.027631,0.879197,0.875840,61,62
2.insert,01_2026_NQ-HDND_707836.txt,ok,,0.792015,0.617702,0.893473,0.094012,0.831946,0.879514,4,4
2.insert,01_2026_QH16_704788.txt,ok,,0.838459,0.640563,0.922095,0.034971,0.888196,0.875831,39,40
2.insert,02_2021_QH15_489113.txt,ok,,0.708368,0.374608,0.852917,0.166603,0.736259,0.844324,5,5
2.insert,02_2026_NQ-HDND_707102.txt,ok,,0.843355,0.677873,0.943702,0.049508,0.897616,0.894877,17,18
2.insert,02_2026_NQ-HDND_707534.txt,ok,,0.842982,0.689339,0.911250,0.028060,0.885961,0.879186,70,70
2.insert,02_2026_NQ-HDND_707835.txt,ok,,0.830624,0.704566,0.905804,0.043809,0.881253,0.879921,13,13
2.insert,02_2026_NQ-HDND_708053.txt,ok,,0.836866,0.695697,0.926445,0.048144,0.892678,0.889231,8,9
2.insert,02_2026_QH16_696077.txt,ok,,0.844145,0.651438,0.908583,0.026873,0.883691,0.881273,104,105
2.insert,02_2026_UBTVQH16_708292.txt,ok,,0.804414,0.709365,0.910704,0.060619,0.858595,0.869341,4,4
2.insert,03_2022_QH15_m_486653.txt,ok,,0.823350,0.555112,0.924958,0.060542,0.877658,0.878615,29,30
2.insert,03_2026_NQ-HDND_707107.txt,ok,,0.820932,0.718388,0.908531,0.038346,0.876578,0.873653,8,9
2.insert,03_2026_NQ-HDND_707251.txt,ok,,0.833621,0.699631,0.940522,0.052802,0.888803,0.889974,12,13
2.insert,03_2026_NQ-HDND_707834.txt,ok,,0.829004,0.665924,0.906913,0.069934,0.892270,0.889202,7,8
2.insert,03_2026_NQ-HDND_709377.txt,ok,,0.839871,0.745808,0.911953,0.036261,0.883330,0.880844,8,9
2.insert,03_2026_QH16_694806.txt,ok,,0.837454,0.703201,0.892979,0.027849,0.878843,0.869007,36,37
2.insert,04_2022_QH15_477977.txt,ok,,0.820741,0.520507,0.885063,0.056589,0.862454,0.857339,30,31
2.insert,04_2026_NQ-HDND_707101.txt,ok,,0.806621,0.624491,0.993775,0.098638,0.939224,0.933198,16,17
2.insert,04_2026_NQ-HDND_707533.txt,ok,,0.831166,0.752008,0.947355,0.047320,0.901895,0.898810,6,7
2.insert,04_2026_NQ-HDND_707833.txt,ok,,0.839313,0.593786,0.911734,0.066757,0.880068,0.890694,17,17
2.insert,04_2026_NQ-HDND_707870.txt,ok,,0.808349,0.592870,0.926407,0.064972,0.890854,0.895911,12,12
2.insert,04_2026_QH16_681012.txt,ok,,0.823966,0.690624,0.891133,0.032292,0.856919,0.861081,23,24
2.insert,05_2022_QH15_486445.txt,ok,,0.836234,0.704894,0.926950,0.027838,0.888260,0.873267,59,60
2.insert,05_2026_NQ-HDND_707049.txt,ok,,0.825033,0.648728,0.919791,0.063419,0.886630,0.894177,9,9
2.insert,05_2026_NQ-HDND_707532.txt,ok,,0.839863,0.710790,0.913313,0.030342,0.882203,0.880330,25,26
2.insert,05_2026_NQ-HDND_707602.txt,ok,,0.837346,0.599566,0.922234,0.061336,0.895869,0.876916,13,14
2.insert,05_2026_NQ-HDND_707832.txt,ok,,0.801027,0.605818,0.886129,0.066736,0.865709,0.856914,11,12
2.insert,05_2026_QH16_704792.txt,ok,,0.828043,0.653154,0.899325,0.039386,0.864612,0.865228,23,24
2.insert,06_2022_QH15_418232.txt,ok,,0.820059,0.348863,0.910110,0.045289,0.875798,0.879922,135,136
2.insert,06_2026_NQ-HDND_707048.txt,ok,,0.844020,0.766510,0.953492,0.046244,0.910405,0.902558,5,6
2.insert,06_2026_NQ-HDND_707604.txt,ok,,0.825657,0.691572,0.920172,0.070415,0.909127,0.887760,3,4
2.insert,06_2026_QH16_704653.txt,ok,,0.825055,0.628588,0.907926,0.047645,0.870817,0.879223,37,37
2.insert,07_2022_QH15_458435.txt,ok,,0.829562,0.624002,0.900648,0.028056,0.872597,0.869284,167,167
2.insert,07_2026_NQ-HDND_707047.txt,ok,,0.833471,0.654727,0.919474,0.066218,0.898201,0.894725,11,12
2.insert,07_2026_NQ-HDND_707601.txt,ok,,0.754633,0.356437,0.907780,0.140999,0.814398,0.866180,13,14
2.insert,07_2026_QH16_704791.txt,ok,,0.839186,0.621259,0.912767,0.030132,0.884591,0.871951,72,73
2.insert,08_2022_QH15_m_465916.txt,ok,,0.834536,0.643566,0.911738,0.026885,0.879290,0.871750,212,212
2.insert,08_2026_NQ-HDND_707605.txt,ok,,0.818676,0.698739,0.909095,0.060187,0.902211,0.885969,4,5
2.insert,08_2026_NQ-HDND_710089.txt,ok,,0.815441,0.716896,0.940076,0.051485,0.889078,0.879994,5,6
2.insert,09_2022_QH15_m_513345.txt,ok,,0.820915,0.627224,0.883915,0.041477,0.857210,0.862593,33,33
2.insert,09_2026_NQ-HDND_707045.txt,ok,,0.820753,0.742790,0.908433,0.042557,0.876679,0.871039,4,5
2.insert,09_2026_NQ-HDND_707103.txt,ok,,0.809137,0.691312,0.893085,0.058623,0.875637,0.875868,5,6
2.insert,09_2026_QH16_703956.txt,ok,,0.750905,0.517924,0.878998,0.108662,0.815248,0.861414,5,5
2.insert,100_2025_QH15_688908.txt,ok,,0.838983,0.748931,0.903083,0.024150,0.870808,0.873893,53,54
2.insert,101_2025_QH15_686537.txt,ok,,0.839726,0.555259,0.914720,0.037623,0.878868,0.877930,64,65
2.insert,102_2025_QH15_624015.txt,ok,,0.843633,0.737004,0.901821,0.026801,0.879548,0.879827,33,34
2.insert,103_2025_QH15_686538.txt,ok,,0.830410,0.627384,0.899439,0.035501,0.872479,0.867380,49,50
2.insert,104_2025_QH15_633465.txt,ok,,0.828185,0.749620,0.912940,0.021096,0.861574,0.858243,36,37
2.insert,105_2025_QH15_667661.txt,ok,,0.852868,0.681379,0.917402,0.027066,0.891646,0.886254,76,76
2.insert,106_2025_QH15_628717.txt,ok,,0.848358,0.599969,0.929657,0.030885,0.898000,0.891581,246,247
2.insert,107_2025_QH15_346850.txt,ok,,0.833619,0.708917,0.909565,0.037592,0.885592,0.885576,31,32
2.insert,108_2025_QH15_675268.txt,ok,,0.836726,0.589255,0.917139,0.030122,0.882704,0.875383,165,166
2.insert,109_2025_QH15_665870.txt,ok,,0.835074,0.662267,0.892396,0.030846,0.872336,0.871028,33,34
2.insert,10_2022_QH15_546085.txt,ok,,0.839027,0.487304,0.917616,0.036192,0.889187,0.876841,147,146
2.insert,10_2026_NQ-HDND_707046.txt,ok,,0.792646,0.428644,0.904418,0.119999,0.885150,0.855571,7,8
2.insert,10_2026_NQ-HDND_707105.txt,ok,,0.818922,0.700799,0.909192,0.060433,0.901374,0.884594,4,5
2.insert,110_2025_QH15_581160.txt,ok,,0.835861,0.570855,0.914133,0.041074,0.881545,0.872696,51,52
2.insert,111_2025_QH15_667663.txt,ok,,0.820464,0.742459,0.890784,0.024890,0.856656,0.856433,43,44
2.insert,112_2025_QH15_586814.txt,ok,,0.839864,0.661051,0.906857,0.032823,0.882578,0.880695,122,122
2.insert,113_2025_QH15_443680.txt,ok,,0.815220,0.443305,0.919981,0.073784,0.879277,0.876732,33,34
2.insert,114_2025_QH15_658530.txt,ok,,0.819952,0.511726,0.891985,0.045358,0.863469,0.866807,62,62
2.insert,115_2025_QH15_675264.txt,ok,,0.828612,0.689073,0.899661,0.036660,0.873413,0.871457,27,28
2.insert,116_2025_QH15_666020.txt,ok,,0.831648,0.553480,0.919819,0.050836,0.886037,0.878103,96,97
2.insert,117_2025_QH15_685866.txt,ok,,0.840124,0.752689,0.921103,0.023114,0.876007,0.875835,52,53
2.insert,118_2025_QH15_682798.txt,ok,,0.815065,0.569656,0.900150,0.041930,0.867876,0.871189,76,76
2.insert,119_2025_QH15_685933.txt,ok,,0.835376,0.504192,0.905999,0.079466,0.889571,0.872972,17,18
2.insert,11_2022_QH15_544688.txt,ok,,0.852029,0.690293,0.910494,0.023634,0.887989,0.883681,134,135
2.insert,11_2026_NQ-HDND_707106.txt,ok,,0.799581,0.668680,0.929283,0.082265,0.890437,0.897840,7,7
2.insert,11_2026_NQ-HDND_707159.txt,ok,,0.852290,0.690163,0.918624,0.033210,0.895003,0.893062,28,28
2.insert,11_2026_NQ-HDND_709745.txt,ok,,0.800455,0.586025,0.924765,0.071195,0.871159,0.872185,8,8
2.insert,120_2025_QH15_666019.txt,ok,,0.831232,0.507251,0.907685,0.041475,0.872827,0.872022,88,88
2.insert,121_2025_QH15_689140.txt,ok,,0.835993,0.413291,0.906949,0.046610,0.876798,0.867928,83,84
2.insert,122_2025_QH15_662035.txt,ok,,0.838367,0.720466,0.897098,0.024019,0.880158,0.866006,64,65
2.insert,123_2025_QH15_656970.txt,ok,,0.826130,0.591020,0.897602,0.041176,0.869362,0.868769,42,43
2.insert,124_2025_QH15_687560.txt,ok,,0.848983,0.656109,0.910964,0.027711,0.889097,0.879632,62,63
2.insert,125_2025_QH15_663779.txt,ok,,0.845680,0.698405,0.906558,0.025094,0.883167,0.874067,66,67
2.insert,126_2025_QH15_581548.txt,ok,,0.856307,0.747571,0.915657,0.024026,0.891911,0.892958,64,65
2.insert,127_2025_QH15_686325.txt,ok,,0.847801,0.680925,0.932256,0.028137,0.903218,0.889830,362,363
2.insert,128_2025_QH15_679014.txt,ok,,0.807575,0.450663,0.895514,0.040241,0.855678,0.853436,110,111
2.insert,129_2025_QH15_675261.txt,ok,,0.830444,0.483185,0.897235,0.051036,0.864822,0.870399,46,46
2.insert,12_2022_QH15_505749.txt,ok,,0.847553,0.705123,0.914092,0.023639,0.887461,0.881572,111,112
2.insert,12_2026_NQ-HDND_707158.txt,ok,,0.822906,0.704872,0.946735,0.052683,0.892584,0.883263,4,5
2.insert,12_2026_NQ-HDND_709406.txt,ok,,0.818937,0.543643,0.917773,0.084459,0.873425,0.888401,11,11
2.insert,12_2026_NQ-HDND_709746.txt,ok,,0.835045,0.711491,0.938766,0.036683,0.882388,0.880745,17,17
2.insert,12_NQ-HDND_707831.txt,ok,,0.834563,0.636510,0.917256,0.045553,0.888286,0.886386,26,26
2.insert,12_NQ-HDND_708054.txt,ok,,0.842212,0.445566,0.927780,0.050831,0.894305,0.888749,97,97
2.insert,130_2025_QH15_687674.txt,ok,,0.835709,0.430150,0.929710,0.043443,0.891634,0.882507,140,141
2.insert,131_2025_QH15_675267.txt,ok,,0.822247,0.287922,0.893757,0.073768,0.860770,0.868522,61,61
2.insert,132_2025_QH15_685733.txt,ok,,0.831529,0.689055,0.918967,0.041242,0.871724,0.872728,18,19
2.insert,133_2025_QH15_675211.txt,ok,,0.846702,0.660434,0.911754,0.030653,0.883383,0.881356,72,73
2.insert,134_2025_QH15_679013.txt,ok,,0.842302,0.692731,0.894299,0.028238,0.875551,0.871995,55,56
2.insert,135_2025_QH15_675213.txt,ok,,0.845735,0.357054,0.920954,0.043616,0.893501,0.884232,149,150
2.insert,135_NQ-CP_706738.txt,ok,,0.843577,0.695816,0.902577,0.038211,0.886779,0.883360,12,13
2.insert,136_2025_QH15__686937.txt,ok,,0.802900,0.620768,0.912132,0.050133,0.864914,0.856078,27,28
2.insert,137_2025_QH15_686549.txt,ok,,0.817727,0.666023,0.885708,0.034954,0.854186,0.855759,23,24
2.insert,138_2025_QH15_686527.txt,ok,,0.827708,0.537360,0.912205,0.069943,0.876556,0.879024,20,20
2.insert,139_2025_QH15_684512.txt,ok,,0.814816,0.648498,0.895067,0.052529,0.862683,0.865498,19,19
2.insert,13_2022_QH15_490095.txt,ok,,0.837427,0.526573,0.897187,0.040443,0.874541,0.873690,63,63
2.insert,13_2026_NQ-HDND_707807.txt,ok,,0.787058,0.632400,0.914849,0.078313,0.872666,0.870678,5,6
2.insert,13_2026_NQ-HDND_709407.txt,ok,,0.831620,0.705371,0.943704,0.042915,0.890340,0.881272,7,8
2.insert,13_2026_NQ-HDND_709751.txt,ok,,0.822773,0.671891,0.934304,0.035240,0.873033,0.874495,26,27
2.insert,140_2025_QH15_675263.txt,ok,,0.815801,0.665756,0.889582,0.053767,0.861755,0.864764,13,13
2.insert,140_NQ-CP_707328.txt,ok,,0.823628,0.684514,0.922465,0.054891,0.882454,0.883841,7,8
2.insert,141_2025_QH15_686550.txt,ok,,0.845562,0.670482,0.909686,0.036900,0.881945,0.882457,25,26
2.insert,141_NQ-CP_708014.txt,ok,,0.788881,0.601486,0.876292,0.062106,0.848897,0.846140,5,6
2.insert,142_2025_QH15_675210.txt,ok,,0.841559,0.560198,0.913580,0.027784,0.886903,0.877380,153,154
2.insert,143_2025_QH15_681550.txt,ok,,0.792765,0.452996,0.982510,0.074769,0.885006,0.883042,136,136
2.insert,143_NQ-CP_709397.txt,ok,,0.837196,0.770161,0.954575,0.049947,0.906898,0.892955,3,4
2.insert,144_2025_QH15_675260.txt,ok,,0.841253,0.627239,0.906698,0.039923,0.883862,0.885110,41,41
2.insert,145_2025_QH15_684669.txt,ok,,0.839246,0.753719,0.892293,0.020597,0.871349,0.868413,39,40
2.insert,146_2025_QH15_675259.txt,ok,,0.809469,0.457850,0.915205,0.065516,0.875755,0.881344,211,211
2.insert,147_2025_QH15_675265.txt,ok,,0.827439,0.517079,0.904779,0.055487,0.871190,0.875023,44,45
2.insert,148_2025_QH15_m_675262.txt,ok,,0.842356,0.705109,0.899718,0.023508,0.875324,0.873302,63,64
2.insert,148_NQ-CP_710006.txt,ok,,0.839813,0.546298,0.988618,0.049217,0.896570,0.890135,126,126
2.insert,149_2025_QH15_679698.txt,ok,,0.768413,0.657053,0.868628,0.068093,0.846030,0.809701,3,4
2.insert,14_2022_QH15_519327.txt,ok,,0.844914,0.680515,0.915399,0.025265,0.888472,0.880403,79,79
2.insert,14_2026_NQ-HDND_707808.txt,ok,,0.847311,0.673966,0.947523,0.042646,0.897960,0.893265,18,19
2.insert,14_2026_NQ-HDND_709408.txt,ok,,0.799830,0.602767,0.933786,0.081493,0.880590,0.886989,9,9
2.insert,14_2026_NQ-HDND_710206.txt,ok,,0.808650,0.563553,0.919886,0.059241,0.876102,0.877595,38,39
2.insert,14_NQ-HDND_707830.txt,ok,,0.775973,0.634180,0.881434,0.068535,0.864576,0.858704,7,8
2.insert,150_2025_QH15_685773.txt,ok,,0.838829,0.759605,0.914201,0.022183,0.878144,0.870892,41,42
2.insert,15_2023_QH15_372143.txt,ok,,0.827556,0.608609,0.903503,0.031015,0.874880,0.867809,165,165
2.insert,15_2026_NQ-HDND_707809.txt,ok,,0.829816,0.724552,0.918075,0.041636,0.879849,0.877958,11,12
2.insert,15_2026_NQ-HDND_707811.txt,ok,,0.828609,0.765585,0.902237,0.037717,0.884491,0.871338,5,6
2.insert,15_2026_NQ-HDND_709741.txt,ok,,0.818979,0.585857,0.946219,0.051266,0.882470,0.884527,127,125
2.insert,15_NQ-HDND_707829.txt,ok,,0.840614,0.673774,0.940169,0.055995,0.909676,0.904592,13,14
2.insert,16_2023_QH15_519324.txt,ok,,0.836160,0.667071,0.904977,0.026565,0.876337,0.874203,136,137
2.insert,16_2026_NQ-HDND_707769.txt,ok,,0.834197,0.653352,0.932872,0.050677,0.896562,0.886238,10,11
2.insert,16_2026_NQ-HDND_707810.txt,ok,,0.839115,0.727242,0.924775,0.046870,0.901834,0.893588,7,8
2.insert,17_2023_QH15_499239.txt,ok,,0.835111,0.631715,0.910995,0.028244,0.881053,0.878358,185,186
2.insert,17_2026_NQ-HDND_709410.txt,ok,,0.824061,0.702899,0.915852,0.046320,0.893483,0.883923,10,11
2.insert,18_2023_QH15_519325.txt,ok,,0.827466,0.538868,0.909229,0.046564,0.872154,0.872502,71,71
2.insert,18_2026_NQ-HDND_709411.txt,ok,,0.815586,0.665185,0.942411,0.060887,0.904808,0.898443,8,9
2.insert,18_NQ-HDND_707827.txt,ok,,0.802100,0.628193,0.909893,0.085789,0.893989,0.874020,3,4
2.insert,19_2023_QH15_m_500102.txt,ok,,0.840735,0.735759,0.915588,0.026847,0.887261,0.882472,114,114
2.insert,19_2026_NQ-HDND_709412.txt,ok,,0.794139,0.566818,0.926527,0.075725,0.894734,0.890422,30,31
2.insert,20_2023_QH15_m_513347.txt,ok,,0.834328,0.717361,0.910326,0.024861,0.875237,0.872362,63,64
2.insert,20_2026_NQ-HDND_709415.txt,ok,,0.814020,0.616630,0.910161,0.062219,0.895964,0.885756,8,9
2.insert,20_2026_NQ-HDND_709736.txt,ok,,0.767738,0.287538,0.921379,0.133239,0.834672,0.876229,47,47
2.insert,20_NQ-HDND_707825.txt,ok,,0.836317,0.726391,0.902905,0.047563,0.873930,0.884372,6,6
2.insert,21_2026_NQ-HDND_709413.txt,ok,,0.840204,0.707855,0.908503,0.038800,0.891237,0.883945,16,17
2.insert,21_2026_NQ-HDND_709737.txt,ok,,0.837848,0.623308,0.921507,0.035689,0.882800,0.875257,65,65
2.insert,21_NQ-HDND_707824.txt,ok,,0.773735,0.639055,0.917963,0.089985,0.861111,0.884295,5,5
2.insert,22_2026_NQ-HDND_709414.txt,ok,,0.837120,0.666698,0.914873,0.053627,0.891782,0.895543,15,15
2.insert,22_2026_NQ-HDND_709738.txt,ok,,0.826666,0.682294,0.934759,0.038681,0.878955,0.878829,33,35
2.insert,23_2023_QH15_m_563579.txt,ok,,0.818211,0.646809,0.888845,0.039417,0.857567,0.860789,19,20
2.insert,23_2026_NQ-HDND_709416.txt,ok,,0.823377,0.646150,0.944385,0.042503,0.880991,0.874430,22,23
2.insert,23_2026_NQ-HDND_709739.txt,ok,,0.813663,0.574292,0.960931,0.076500,0.897017,0.893624,13,14
2.insert,23_NQ-HDND_707612.txt,ok,,0.824032,0.700684,0.934028,0.052649,0.891346,0.888084,4,5
2.insert,23_NQ-HDND_707821.txt,ok,,0.810491,0.722451,0.885364,0.044635,0.860892,0.856018,4,5
2.insert,23_NQ-HDND_709740 (1).txt,ok,,0.826780,0.719920,0.911244,0.040641,0.882814,0.879484,10,11
2.insert,23_NQ-HDND_709740.txt,ok,,0.826780,0.719920,0.911244,0.040641,0.882814,0.879484,10,11
2.insert,24_2023_QH15_535782.txt,ok,,0.839654,0.620024,0.914721,0.028304,0.883188,0.877294,116,117
2.insert,24_2026_NQ-HDND_709417.txt,ok,,0.806032,0.569798,0.924749,0.076362,0.900335,0.878721,8,9
2.insert,24_2026_NQ-HDND_709733.txt,ok,,0.837661,0.650392,0.933172,0.032195,0.885274,0.882331,55,56
2.insert,24_NQ-HDND_707611.txt,ok,,0.846284,0.685673,0.915694,0.049456,0.898985,0.891489,7,8
2.insert,24_NQ-HDND_707820.txt,ok,,0.833378,0.740523,0.907569,0.045907,0.890040,0.878790,4,5
2.insert,25_2023_QH15_548477.txt,ok,,0.852030,0.721323,0.913525,0.022535,0.890296,0.884645,63,64
2.insert,25_2026_NQ-HDND_709430.txt,ok,,0.787724,0.391577,0.923056,0.130420,0.898105,0.856626,7,8
2.insert,25_2026_NQ-HDND_709752.txt,ok,,0.811105,0.424474,0.934993,0.075958,0.877824,0.859109,24,25
2.insert,26_2023_QH15_m_552422.txt,ok,,0.841629,0.646296,0.906887,0.038143,0.880215,0.882526,68,68
2.insert,26_2026_NQ-HDND_709418.txt,ok,,0.841560,0.675747,0.917398,0.049149,0.894596,0.893315,20,20
2.insert,26_2026_NQ-HDND_709750.txt,ok,,0.828379,0.573453,0.928965,0.035985,0.883650,0.877537,117,118
2.insert,26_NQ-HDND_709743.txt,ok,,0.829335,0.626469,0.926440,0.041563,0.879162,0.874585,27,28
2.insert,278_NQ-UBTVQH16_709850.txt,ok,,0.816916,0.694748,0.961582,0.049198,0.893007,0.873371,15,16
2.insert,279_NQ-UBTVQH16_709851.txt,ok,,0.830263,0.596604,0.921380,0.042696,0.870007,0.868076,39,39
2.insert,27_2023_QH15_528669.txt,ok,,0.834713,0.678982,0.931614,0.027215,0.884216,0.882012,378,367
