category,file,status,error,mean_similarity,min_similarity,max_similarity,std_similarity,ref_to_hyp_mean,hyp_to_ref_mean,num_chunks_ref,num_chunks_hyp
2.insert,27_2026_NQ-HDND_709419.txt,ok,,0.811549,0.467425,0.932602,0.098982,0.875811,0.888948,13,13
2.insert,27_2026_NQ-HDND_709748.txt,ok,,0.851491,0.677513,0.933435,0.039690,0.899933,0.899289,31,32
2.insert,28_2023_QH15_583801.txt,ok,,0.856925,0.650541,0.925137,0.025720,0.899463,0.893568,170,170
2.insert,28_2026_NQ-CP_710007.txt,ok,,0.833151,0.733477,0.927261,0.042139,0.892038,0.892139,9,10
2.insert,28_2026_NQ-HDND_709420.txt,ok,,0.815593,0.620852,0.914623,0.060531,0.893513,0.881045,10,11
2.insert,28_2026_NQ-HDND_710200.txt,ok,,0.799420,0.504496,0.934820,0.053887,0.870334,0.865969,42,43
2.insert,29_2023_QH15_530116.txt,ok,,0.843223,0.673276,0.934707,0.026524,0.891772,0.882950,153,153
2.insert,29_2026_NQ-HDND_709421.txt,ok,,0.826151,0.740484,0.923423,0.044097,0.888025,0.890265,15,16
2.insert,30_2023_QH15_445699.txt,ok,,0.823303,0.335283,0.899726,0.081420,0.859124,0.865966,39,39
2.insert,30_2026_NQ-HDND_709429.txt,ok,,0.806205,0.699562,0.898954,0.045623,0.869842,0.865999,8,9
2.insert,31_2024_QH15_523642.txt,ok,,0.825789,0.597986,0.926171,0.029275,0.873775,0.873070,586,584
2.insert,31_2026_NQ-HDND_709428.txt,ok,,0.821833,0.620358,0.920501,0.066375,0.874064,0.885937,12,12
2.insert,32_2024_QH15_m_577203.txt,ok,,0.835608,0.566086,0.936242,0.028085,0.891834,0.877534,322,323
2.insert,32_2026_NQ-HDND_709422.txt,ok,,0.841636,0.734663,0.942940,0.045898,0.901464,0.892665,6,7
2.insert,33_2024_QH15_545181.txt,ok,,0.838670,0.626864,0.908634,0.028122,0.875132,0.872366,81,82
2.insert,33_2026_NQ-HDND_709423.txt,ok,,0.808017,0.656980,0.926712,0.061235,0.874631,0.885091,9,9
2.insert,34_2024_QH15_580434.txt,ok,,0.851649,0.683174,0.946872,0.030254,0.906839,0.890889,146,147
2.insert,34_NQ-HDND_709431.txt,ok,,0.819401,0.734337,0.911937,0.054774,0.894996,0.886055,4,5
2.insert,3579_QD-UBND_708038.txt,ok,,0.821696,0.337007,0.925113,0.105277,0.894440,0.856172,22,23
2.insert,35_2024_QH15_588811.txt,ok,,0.841757,0.729964,0.914999,0.024729,0.884260,0.878402,163,164
2.insert,35_NQ-HDND_707110.txt,ok,,0.874099,0.645532,0.961318,0.042526,0.926613,0.927920,117,100
2.insert,36_2024_QH15_444251.txt,ok,,0.822539,0.547411,0.938525,0.041592,0.889657,0.878455,182,183
2.insert,36_NQ-HDND_707610.txt,ok,,0.832231,0.626381,0.927896,0.049294,0.892881,0.892317,23,24
2.insert,37_2024_QH15_588810.txt,ok,,0.827579,0.516405,0.909071,0.041987,0.871599,0.873415,69,70
2.insert,38_2024_QH15_555033.txt,ok,,0.859719,0.693946,0.930340,0.020645,0.896404,0.889026,120,121
2.insert,38_2026_QD-UBND_708135.txt,ok,,0.803922,0.586170,0.901319,0.062735,0.868776,0.868064,18,18
2.insert,39_2024_QH15_575158.txt,ok,,0.843160,0.697749,0.915674,0.023867,0.888121,0.880997,172,173
2.insert,40_2024_QH15_564046.txt,ok,,0.823286,0.742671,0.895876,0.026618,0.872079,0.854675,17,18
2.insert,40_NQ-HDND_707111.txt,ok,,0.856530,0.629934,0.936552,0.038926,0.902404,0.901948,52,54
2.insert,41_2019_QH14_387991.txt,ok,,0.850427,0.690521,0.931992,0.028279,0.903688,0.894114,344,345
2.insert,41_2024_QH15_557190.txt,ok,,0.812882,0.598043,0.928995,0.032535,0.871406,0.862637,207,208
2.insert,42_NQ-HDND_707609.txt,ok,,0.827498,0.677567,0.924539,0.046049,0.881641,0.883261,11,11
2.insert,43_2019_QH14_367665.txt,ok,,0.839566,0.340694,0.902651,0.049876,0.875083,0.877182,112,112
2.insert,43_2024_QH15_612195.txt,ok,,0.738703,0.516094,0.879037,0.104024,0.813111,0.846443,5,5
2.insert,44_2024_QH15_583839.txt,ok,,0.823368,0.644189,0.897151,0.035296,0.863454,0.866864,71,71
2.insert,44_NQ-HDND_707608.txt,ok,,0.794490,0.675086,0.917727,0.078434,0.877149,0.871043,4,5
2.insert,45_2019_QH14_333670.txt,ok,,0.835862,0.483244,0.904759,0.032835,0.873936,0.878489,209,209
2.insert,45_2024_QH15_583769.txt,ok,,0.847986,0.623990,0.925534,0.026133,0.892589,0.886335,196,196
2.insert,45_NQ-HDND_707607.txt,ok,,0.801684,0.716419,0.939508,0.073306,0.908273,0.892861,3,4
2.insert,46_2019_QH14_398157.txt,ok,,0.849767,0.649750,0.914157,0.031676,0.885899,0.885533,57,57
2.insert,46_2024_QH15_524982.txt,ok,,0.832131,0.678307,0.914704,0.025157,0.878676,0.870592,117,118
2.insert,46_2026_QD-UBND_708335.txt,ok,,0.869556,0.799928,0.933602,0.037619,0.921472,0.906906,3,4
2.insert,46_NQ-HDND_707606.txt,ok,,0.860341,0.682801,0.928931,0.032937,0.898958,0.892516,44,45
2.insert,47_2019_QH14_411945.txt,ok,,0.816677,0.528416,0.903047,0.057753,0.872620,0.867936,28,29
2.insert,47_2024_QH15_583645.txt,ok,,0.846596,0.640727,0.917711,0.034763,0.892322,0.886957,121,121
2.insert,47_NQ-HDND_707603.txt,ok,,0.820726,0.612821,0.924745,0.044245,0.884404,0.881884,73,73
2.insert,48_2019_QH14_366794.txt,ok,,0.843556,0.696306,0.909161,0.025830,0.882287,0.878791,65,65
2.insert,48_2024_QH15_556390.txt,ok,,0.838322,0.637483,0.913278,0.036394,0.877802,0.879308,49,50
2.insert,49_2019_QH14_402073.txt,ok,,0.820354,0.672282,0.894552,0.028228,0.861363,0.859589,75,76
2.insert,49_2024_QH15_548487.txt,ok,,0.846636,0.487167,0.921951,0.048264,0.888980,0.890930,61,61
2.insert,50_2019_QH14_411944.txt,ok,,0.748991,0.504265,0.878126,0.121324,0.802878,0.851752,4,4
2.insert,50_2024_QH15_445264.txt,ok,,0.852178,0.506302,0.923492,0.046647,0.894016,0.883814,55,56
2.insert,51_2019_QH14_422706.txt,ok,,0.812828,0.646833,0.918036,0.038039,0.866525,0.857219,20,21
2.insert,51_2024_QH15_m_505750.txt,ok,,0.814955,0.597275,0.927199,0.037861,0.866865,0.864844,58,58
2.insert,52_2019_QH14_405729.txt,ok,,0.819786,0.686912,0.892689,0.035053,0.865985,0.859446,36,37
2.insert,52_2024_QH15_630032.txt,ok,,0.811335,0.645695,0.943084,0.047654,0.869443,0.868482,17,18
2.insert,53_2019_QH14_351558.txt,ok,,0.843617,0.468722,0.900488,0.052918,0.884310,0.870929,47,48
2.insert,53_2024_QH15_m_607439.txt,ok,,0.834900,0.706790,0.912622,0.025880,0.878038,0.871583,69,69
2.insert,54_2019_QH14_399763.txt,ok,,0.847685,0.612315,0.916624,0.025422,0.891962,0.881761,233,234
2.insert,54_2024_QH15_578531.txt,ok,,0.849229,0.625848,0.920081,0.025555,0.889982,0.886790,191,192
2.insert,54_KH-UBND_708180.txt,ok,,0.832513,0.693177,0.911426,0.034332,0.885575,0.879096,37,38
2.insert,55_2019_QH14_410870.txt,ok,,0.816665,0.691722,0.888631,0.037463,0.856461,0.859231,23,23
2.insert,55_2024_QH15_621347.txt,ok,,0.832272,0.636617,0.905379,0.030587,0.878710,0.875812,97,98
2.insert,56_2020_QH14_422707.txt,ok,,0.844219,0.646405,0.925074,0.038184,0.891657,0.878818,42,42
2.insert,56_2024_QH15_m_622318.txt,ok,,0.831538,0.608987,0.911070,0.042354,0.884661,0.881091,70,70
2.insert,57_2020_QH14_416260.txt,ok,,0.842018,0.645558,0.912141,0.034095,0.882380,0.875227,33,33
2.insert,57_2024_QH15_623631.txt,ok,,0.834847,0.614794,0.919672,0.034010,0.879795,0.878281,92,93
2.insert,58_2020_QH14_395767.txt,ok,,0.838272,0.667834,0.905540,0.027953,0.876453,0.874723,58,58
2.insert,58_2024_QH15_m_621645.txt,ok,,0.846358,0.539362,0.909900,0.031691,0.884859,0.881991,161,162
2.insert,58_2026_NQ-HDND_709771.txt,ok,,0.834943,0.759721,0.960414,0.043845,0.904316,0.879751,5,6
2.insert,59_2020_QH14_427301.txt,ok,,0.829807,0.605999,0.906435,0.027942,0.880908,0.873961,356,356
2.insert,59_2024_QH15_606865.txt,ok,,0.820329,0.286158,0.913835,0.045833,0.881058,0.868282,258,259
2.insert,60_2020_QH14_373522.txt,ok,,0.836667,0.678217,0.910099,0.041197,0.879250,0.877636,29,29
2.insert,60_2024_QH15_m_621343.txt,ok,,0.829745,0.461384,0.891016,0.045778,0.872021,0.863679,53,54
2.insert,60_2026_NQ-HDND_709424.txt,ok,,0.836241,0.687878,0.932097,0.055534,0.898771,0.889609,7,8
2.insert,61_2020_QH14_321051.txt,ok,,0.795466,0.525204,0.983552,0.070234,0.880519,0.879517,167,168
2.insert,61_2024_QH15_613892.txt,ok,,0.836071,0.632727,0.910831,0.029215,0.880648,0.875820,182,183
2.insert,62_2020_QH14_418229.txt,ok,,0.848992,0.661500,0.914053,0.027547,0.891201,0.883882,94,94
2.insert,62_2025_QH15_643744.txt,ok,,0.795859,0.552806,0.896673,0.055594,0.840853,0.843004,19,19
2.insert,63_2020_QH14_402074.txt,ok,,0.828178,0.666417,0.907665,0.029607,0.872674,0.865593,74,75
2.insert,63_2025_QH15_639242.txt,ok,,0.833369,0.675597,0.907519,0.028956,0.873212,0.866112,46,47
2.insert,63_2026_QD-UBND_709654.txt,ok,,0.857955,0.636794,0.913133,0.039492,0.897991,0.892335,30,31
2.insert,64_2020_QH14_374160.txt,ok,,0.837003,0.662953,0.899667,0.024941,0.876472,0.871937,136,137
2.insert,64_2025_QH15_639239.txt,ok,,0.839482,0.713411,0.910455,0.025402,0.881025,0.880979,115,115
2.insert,65_2020_QH14_422708.txt,ok,,0.812305,0.639874,0.888181,0.049106,0.863620,0.854807,12,13
2.insert,65_2025_QH15_639241.txt,ok,,0.829231,0.595662,0.919941,0.035809,0.880945,0.875021,119,119
2.insert,66_2020_QH14_439845.txt,ok,,0.847163,0.749398,0.913707,0.025306,0.883000,0.883798,44,45
2.insert,66_2025_QH15_621225.txt,ok,,0.784251,0.399334,0.922602,0.087662,0.869614,0.869995,23,23
2.insert,67_2020_QH14_m_373520.txt,ok,,0.809035,0.597460,0.909596,0.038233,0.863158,0.863168,115,115
2.insert,67_2025_QH15_580594.txt,ok,,0.837025,0.730847,0.912586,0.026835,0.878422,0.876906,52,53
2.insert,68_2020_QH14_435315.txt,ok,,0.831780,0.677597,0.923094,0.033664,0.879351,0.879546,57,57
2.insert,68_2025_QH15_578018.txt,ok,,0.834228,0.640472,0.891356,0.028568,0.869035,0.869161,77,78
2.insert,69_2020_QH14_439844.txt,ok,,0.838766,0.668120,0.910726,0.027987,0.886212,0.875755,100,99
2.insert,69_2025_QH15_603983.txt,ok,,0.842552,0.623211,0.918500,0.031364,0.883358,0.883200,74,75
2.insert,70_2020_QH14_376557.txt,ok,,0.839769,0.727913,0.914889,0.024916,0.882027,0.873742,57,57
2.insert,70_2025_QH15_580121.txt,ok,,0.845075,0.717183,0.906538,0.028646,0.881543,0.878533,56,57
2.insert,70_2026_NQ-HDND_709515.txt,ok,,0.842031,0.654231,0.961156,0.055871,0.902187,0.893570,11,12
2.insert,71_2020_QH14_366792.txt,ok,,0.815078,0.655763,0.884381,0.040537,0.860441,0.862288,17,18
2.insert,71_2025_QH15_621341.txt,ok,,0.840916,0.560976,0.908157,0.039149,0.882924,0.880493,68,69
2.insert,72_2020_QH14_431147.txt,ok,,0.845730,0.650107,0.914766,0.023098,0.888185,0.884843,333,334
2.insert,72_2025_QH15_649675.txt,ok,,0.834620,0.585491,0.916558,0.033688,0.883381,0.878473,141,142
2.insert,73_2021_QH14_445185.txt,ok,,0.838240,0.693661,0.908080,0.026533,0.874955,0.875577,63,64
2.insert,73_2025_QH15_621345.txt,ok,,0.851278,0.728241,0.903840,0.022424,0.881696,0.881572,43,44
2.insert,74_2025_QH15_m_530912.txt,ok,,0.833826,0.715604,0.907435,0.026608,0.873221,0.869440,63,63
2.insert,75_2025_QH15_555035.txt,ok,,0.831595,0.611711,0.902210,0.045970,0.873687,0.876972,31,31
2.insert,76_2025_QH15_659899.txt,ok,,0.838232,0.682304,0.918034,0.045301,0.881416,0.882969,17,17
2.insert,77_2025_QH15_643029.txt,ok,,0.817069,0.530235,0.892271,0.067763,0.859040,0.873919,19,19
2.insert,78_2025_QH15_m_623226.txt,ok,,0.840163,0.642629,0.906493,0.033714,0.881320,0.876439,72,73
2.insert,79_2025_QH15_660522.txt,ok,,0.808084,0.465808,0.877426,0.068183,0.845642,0.855712,26,26
2.insert,80_2025_QH15_649688.txt,ok,,0.836802,0.764839,0.898140,0.020963,0.871853,0.869400,46,47
2.insert,81_2025_QH15_660533.txt,ok,,0.856564,0.701979,0.929376,0.028384,0.901627,0.892233,61,62
2.insert,82_2025_QH15_660530.txt,ok,,0.815494,0.657585,0.889176,0.042627,0.857313,0.863347,25,25
2.insert,83_2025_QH15_663780.txt,ok,,0.790846,0.463177,0.876462,0.071107,0.842998,0.839065,30,30
2.insert,84_2025_QH15_655378.txt,ok,,0.845731,0.590801,0.935202,0.041336,0.894283,0.884173,92,93
2.insert,85_2025_QH15_651570.txt,ok,,0.834485,0.632062,0.927194,0.045613,0.891989,0.888725,52,52
2.insert,86_2025_QH15_662377.txt,ok,,0.784716,0.525785,0.902886,0.052508,0.858676,0.860205,118,118
2.insert,87_2025_QH15_662673.txt,ok,,0.838669,0.659348,0.907963,0.036657,0.884400,0.879215,31,32
2.insert,88_2025_QH15_m_659898.txt,ok,,0.814844,0.582249,0.915873,0.047734,0.867689,0.864360,48,48
2.insert,89_2025_QH15_650061.txt,ok,,0.859539,0.285669,0.931751,0.051960,0.901017,0.894620,139,139
2.insert,8_2026_QH16_704810.txt,ok,,0.820817,0.689508,0.884503,0.034281,0.868811,0.862396,17,18
2.insert,90_2025_QH15_m_662379.txt,ok,,0.832404,0.484095,0.908977,0.041303,0.879556,0.879757,160,161
2.insert,91_2025_QH15_m_625628.txt,ok,,0.845867,0.648688,0.903156,0.029799,0.883672,0.875554,61,62
2.insert,92_2025_QH15_659897.txt,ok,,0.852376,0.774697,0.924138,0.023655,0.886604,0.882544,28,29
2.insert,93_2025_QH15_m_581164.txt,ok,,0.845572,0.616646,0.912208,0.030495,0.889642,0.884812,146,147
2.insert,94_2025_QH15_643689.txt,ok,,0.852408,0.655576,0.921077,0.027268,0.889900,0.887694,127,127
2.insert,95_2025_QH15_622480.txt,ok,,0.836147,0.698327,0.924068,0.029864,0.884817,0.875145,84,85
2.insert,96_2025_QH15_648594.txt,ok,,0.832605,0.728755,0.895972,0.034332,0.874198,0.863461,12,13
2.insert,97_2025_QH15_663709.txt,ok,,0.803852,0.655607,0.891271,0.044500,0.855713,0.859810,15,16
2.insert,98_2025_QH15_662116.txt,ok,,0.843962,0.657869,0.921422,0.032992,0.889138,0.887963,64,64
2.insert,99_2025_QH15_662829.txt,ok,,0.816089,0.528616,0.921673,0.049972,0.877680,0.871601,65,65
3.delete,01_2021_QH15_486447.txt,ok,,0.839047,0.682286,0.918763,0.032918,0.888310,0.891198,18,18
3.delete,01_2026_NQ-HDND_707600.txt,ok,,0.836456,0.700161,0.909225,0.028489,0.874723,0.875760,61,61
3.delete,01_2026_NQ-HDND_707836.txt,ok,,0.794103,0.604859,0.901247,0.097789,0.833483,0.885854,4,3
3.delete,01_2026_QH16_704788.txt,ok,,0.833147,0.381955,0.923221,0.062842,0.890237,0.870022,39,39
3.delete,02_2021_QH15_489113.txt,ok,,0.726917,0.377451,0.879107,0.172468,0.756231,0.858479,5,4
3.delete,02_2026_NQ-HDND_707102.txt,ok,,0.842301,0.672692,0.945274,0.050183,0.899319,0.897285,17,17
3.delete,02_2026_NQ-HDND_707534.txt,ok,,0.842354,0.695848,0.914085,0.028224,0.883790,0.878520,70,69
3.delete,02_2026_NQ-HDND_707835.txt,ok,,0.831429,0.704761,0.899993,0.044162,0.880842,0.881787,13,12
3.delete,02_2026_NQ-HDND_708053.txt,ok,,0.836013,0.704501,0.930041,0.049624,0.901514,0.893449,8,8
3.delete,02_2026_QH16_696077.txt,ok,,0.840836,0.279155,0.915099,0.056196,0.886407,0.878078,104,104
3.delete,02_2026_UBTVQH16_708292.txt,ok,,0.818615,0.733998,0.911273,0.057095,0.863692,0.883564,4,3
3.delete,03_2022_QH15_m_486653.txt,ok,,0.822585,0.550631,0.922191,0.061307,0.878352,0.878747,29,29
3.delete,03_2026_NQ-HDND_707107.txt,ok,,0.822055,0.720226,0.916284,0.039716,0.876280,0.876832,8,8
3.delete,03_2026_NQ-HDND_707251.txt,ok,,0.831124,0.686352,0.941569,0.057137,0.890976,0.893527,12,12
3.delete,03_2026_NQ-HDND_707834.txt,ok,,0.822993,0.668879,0.915334,0.072723,0.890224,0.888840,7,7
3.delete,03_2026_NQ-HDND_709377.txt,ok,,0.843530,0.750388,0.917027,0.036544,0.886886,0.885275,8,8
3.delete,03_2026_QH16_694806.txt,ok,,0.837708,0.692604,0.888672,0.028050,0.874115,0.868502,36,36
3.delete,04_2022_QH15_477977.txt,ok,,0.822962,0.587182,0.887113,0.047239,0.857127,0.859635,30,30
3.delete,04_2026_NQ-HDND_707101.txt,ok,,0.811651,0.640654,0.994929,0.097946,0.942145,0.940848,16,16
3.delete,04_2026_NQ-HDND_707533.txt,ok,,0.836145,0.749085,0.944198,0.049453,0.906232,0.909721,6,6
3.delete,04_2026_NQ-HDND_707833.txt,ok,,0.840765,0.588128,0.912848,0.067559,0.883169,0.894575,17,16
3.delete,04_2026_NQ-HDND_707870.txt,ok,,0.807767,0.584441,0.923377,0.066162,0.890370,0.898815,12,11
3.delete,04_2026_QH16_681012.txt,ok,,0.822014,0.668447,0.890434,0.034322,0.853247,0.861669,23,23
3.delete,05_2022_QH15_486445.txt,ok,,0.835682,0.678155,0.921194,0.029047,0.885869,0.873363,59,59
3.delete,05_2026_NQ-HDND_707049.txt,ok,,0.826355,0.647006,0.921979,0.063391,0.887617,0.899708,9,8
3.delete,05_2026_NQ-HDND_707532.txt,ok,,0.840694,0.668914,0.919684,0.032838,0.884415,0.881866,25,25
3.delete,05_2026_NQ-HDND_707602.txt,ok,,0.854162,0.763003,0.922379,0.032968,0.895255,0.896176,13,12
3.delete,05_2026_NQ-HDND_707832.txt,ok,,0.815406,0.599828,0.894927,0.061677,0.873146,0.873471,11,10
3.delete,05_2026_QH16_704792.txt,ok,,0.829431,0.637671,0.898452,0.039449,0.865946,0.866667,23,23
3.delete,06_2022_QH15_418232.txt,ok,,0.822557,0.646580,0.909577,0.034072,0.875166,0.881772,135,134
3.delete,06_2026_NQ-HDND_707048.txt,ok,,0.844185,0.763043,0.948227,0.047707,0.909492,0.908806,5,5
3.delete,06_2026_NQ-HDND_707604.txt,ok,,0.849381,0.734938,0.924305,0.066273,0.918253,0.918253,3,3
3.delete,06_2026_QH16_704653.txt,ok,,0.825073,0.628280,0.904453,0.047769,0.872206,0.879287,37,36
3.delete,07_2022_QH15_458435.txt,ok,,0.828511,0.625623,0.901346,0.027911,0.872571,0.868028,167,166
3.delete,07_2026_NQ-HDND_707047.txt,ok,,0.831646,0.663320,0.916859,0.067162,0.892103,0.890516,11,11
3.delete,07_2026_NQ-HDND_707601.txt,ok,,0.756550,0.366980,0.913592,0.142216,0.816644,0.868029,13,13
3.delete,07_2026_QH16_704791.txt,ok,,0.841207,0.623285,0.910377,0.028703,0.880075,0.873032,72,72
3.delete,08_2022_QH15_m_465916.txt,ok,,0.834906,0.640543,0.901232,0.026457,0.877081,0.872217,212,211
3.delete,08_2026_NQ-HDND_707605.txt,ok,,0.821063,0.724508,0.908534,0.059618,0.891460,0.892892,4,4
3.delete,08_2026_NQ-HDND_710089.txt,ok,,0.812784,0.708954,0.921862,0.052341,0.877043,0.879306,5,5
3.delete,09_2022_QH15_m_513345.txt,ok,,0.822654,0.635923,0.886119,0.041024,0.856564,0.864172,33,32
3.delete,09_2026_NQ-HDND_707045.txt,ok,,0.823343,0.734210,0.911201,0.044931,0.876868,0.875945,4,4
3.delete,09_2026_NQ-HDND_707103.txt,ok,,0.779857,0.569901,0.919270,0.099692,0.866532,0.842136,5,5
3.delete,09_2026_QH16_703956.txt,ok,,0.759283,0.508462,0.893461,0.107986,0.819346,0.873110,5,4
3.delete,100_2025_QH15_688908.txt,ok,,0.838249,0.738687,0.898174,0.024012,0.868207,0.874216,53,53
3.delete,101_2025_QH15_686537.txt,ok,,0.844131,0.747128,0.909435,0.023453,0.880054,0.881525,64,63
3.delete,102_2025_QH15_624015.txt,ok,,0.844079,0.737722,0.903466,0.026403,0.880915,0.880393,33,33
3.delete,103_2025_QH15_686538.txt,ok,,0.829197,0.556796,0.900056,0.041183,0.872836,0.866898,49,49
3.delete,104_2025_QH15_633465.txt,ok,,0.827921,0.740604,0.898357,0.020611,0.857427,0.857424,36,36
3.delete,105_2025_QH15_667661.txt,ok,,0.853701,0.685114,0.918443,0.026863,0.892074,0.886987,76,75
3.delete,106_2025_QH15_628717.txt,ok,,0.848865,0.597496,0.929791,0.030850,0.896649,0.891643,246,246
3.delete,107_2025_QH15_346850.txt,ok,,0.832255,0.691133,0.913043,0.039334,0.886082,0.885015,31,31
3.delete,108_2025_QH15_675268.txt,ok,,0.836978,0.623689,0.918019,0.029183,0.884250,0.875462,165,165
3.delete,109_2025_QH15_665870.txt,ok,,0.836074,0.663926,0.892950,0.030081,0.872288,0.872148,33,33
3.delete,10_2022_QH15_546085.txt,ok,,0.838002,0.354459,0.918239,0.041740,0.891341,0.876137,147,145
3.delete,10_2026_NQ-HDND_707046.txt,ok,,0.841027,0.706378,0.913511,0.050550,0.889811,0.903573,7,6
3.delete,10_2026_NQ-HDND_707105.txt,ok,,0.828347,0.716083,0.924839,0.057944,0.901056,0.896459,4,4
3.delete,110_2025_QH15_581160.txt,ok,,0.840553,0.697485,0.908314,0.026575,0.877786,0.875977,51,50
3.delete,111_2025_QH15_667663.txt,ok,,0.820899,0.729482,0.888730,0.025593,0.858297,0.857814,43,43
3.delete,112_2025_QH15_586814.txt,ok,,0.839717,0.644862,0.910615,0.033059,0.884093,0.881236,122,121
3.delete,113_2025_QH15_443680.txt,ok,,0.816201,0.454910,0.918157,0.073158,0.879459,0.877411,33,33
3.delete,114_2025_QH15_658530.txt,ok,,0.820845,0.510030,0.895704,0.045188,0.863534,0.867242,62,61
3.delete,115_2025_QH15_675264.txt,ok,,0.829361,0.690965,0.903052,0.037505,0.875145,0.873112,27,27
3.delete,116_2025_QH15_666020.txt,ok,,0.832305,0.525159,0.925737,0.052174,0.889904,0.877366,96,96
3.delete,117_2025_QH15_685866.txt,ok,,0.841564,0.747119,0.925698,0.023209,0.879723,0.876677,52,52
3.delete,118_2025_QH15_682798.txt,ok,,0.815086,0.573929,0.903433,0.042728,0.870203,0.872146,76,75
3.delete,119_2025_QH15_685933.txt,ok,,0.853602,0.684771,0.914349,0.044538,0.892572,0.890953,17,16
3.delete,11_2022_QH15_544688.txt,ok,,0.851977,0.670553,0.909187,0.023619,0.888658,0.883636,134,134
3.delete,11_2026_NQ-HDND_707106.txt,ok,,0.806526,0.671299,0.937655,0.083209,0.896036,0.909331,7,6
3.delete,11_2026_NQ-HDND_707159.txt,ok,,0.850611,0.688241,0.911420,0.033699,0.888231,0.891850,28,27
3.delete,11_2026_NQ-HDND_709745.txt,ok,,0.803619,0.584812,0.924485,0.071963,0.874155,0.880713,8,7
3.delete,120_2025_QH15_666019.txt,ok,,0.830904,0.505414,0.909494,0.041619,0.872682,0.872370,88,87
3.delete,121_2025_QH15_689140.txt,ok,,0.840537,0.728267,0.913603,0.023421,0.881125,0.872283,83,82
3.delete,122_2025_QH15_662035.txt,ok,,0.837285,0.705278,0.905128,0.024770,0.877057,0.865426,64,64
3.delete,123_2025_QH15_656970.txt,ok,,0.827401,0.617112,0.899814,0.041289,0.869288,0.870188,42,42
3.delete,124_2025_QH15_687560.txt,ok,,0.848872,0.645231,0.906256,0.027424,0.887614,0.879753,62,62
3.delete,125_2025_QH15_663779.txt,ok,,0.846151,0.679976,0.909231,0.026641,0.892342,0.874506,66,66
3.delete,126_2025_QH15_581548.txt,ok,,0.855756,0.758399,0.920848,0.024306,0.891647,0.891653,64,64
3.delete,127_2025_QH15_686325.txt,ok,,0.847944,0.680833,0.934536,0.027996,0.902676,0.889975,362,362
3.delete,128_2025_QH15_679014.txt,ok,,0.807832,0.633582,0.892832,0.029646,0.858284,0.853144,110,109
3.delete,129_2025_QH15_675261.txt,ok,,0.830430,0.478596,0.894362,0.050885,0.861391,0.870379,46,45
3.delete,12_2022_QH15_505749.txt,ok,,0.847233,0.701870,0.914005,0.023302,0.885823,0.881714,111,111
3.delete,12_2026_NQ-HDND_707158.txt,ok,,0.836815,0.760081,0.929955,0.043938,0.891035,0.896559,4,4
3.delete,12_2026_NQ-HDND_709406.txt,ok,,0.819753,0.540202,0.904572,0.085155,0.871475,0.888837,11,10
3.delete,12_2026_NQ-HDND_709746.txt,ok,,0.834339,0.712652,0.930595,0.037617,0.885015,0.882050,17,16
3.delete,12_NQ-HDND_707831.txt,ok,,0.833669,0.632300,0.918218,0.046701,0.887003,0.887187,26,25
3.delete,12_NQ-HDND_708054.txt,ok,,0.842369,0.425588,0.936953,0.051001,0.895121,0.887510,97,96
3.delete,130_2025_QH15_687674.txt,ok,,0.837423,0.548523,0.929772,0.037227,0.892156,0.884461,140,139
3.delete,131_2025_QH15_675267.txt,ok,,0.822027,0.284703,0.897244,0.074142,0.862615,0.869218,61,60
3.delete,132_2025_QH15_685733.txt,ok,,0.831013,0.678607,0.913818,0.042442,0.870739,0.872603,18,18
3.delete,133_2025_QH15_675211.txt,ok,,0.847418,0.627709,0.905125,0.031109,0.886116,0.882031,72,72
3.delete,134_2025_QH15_679013.txt,ok,,0.842047,0.604857,0.895849,0.036009,0.877296,0.872177,55,55
3.delete,135_2025_QH15_675213.txt,ok,,0.848820,0.577918,0.920149,0.031058,0.892906,0.887099,149,148
3.delete,135_NQ-CP_706738.txt,ok,,0.843041,0.714898,0.905330,0.039148,0.885605,0.884794,12,12
3.delete,136_2025_QH15__686937.txt,ok,,0.804779,0.623576,0.908251,0.050618,0.867454,0.857919,27,27
3.delete,137_2025_QH15_686549.txt,ok,,0.813322,0.581295,0.882829,0.050171,0.853980,0.851314,23,23
3.delete,138_2025_QH15_686527.txt,ok,,0.827722,0.534419,0.904964,0.070169,0.874542,0.879670,20,19
3.delete,139_2025_QH15_684512.txt,ok,,0.816118,0.646811,0.894908,0.053521,0.866019,0.867198,19,18
3.delete,13_2022_QH15_490095.txt,ok,,0.838261,0.531859,0.900402,0.041023,0.875570,0.874484,63,62
3.delete,13_2026_NQ-HDND_707807.txt,ok,,0.799184,0.644763,0.903725,0.080810,0.873289,0.893076,5,4
3.delete,13_2026_NQ-HDND_709407.txt,ok,,0.832983,0.702049,0.954309,0.045106,0.891302,0.887628,7,7
3.delete,13_2026_NQ-HDND_709751.txt,ok,,0.821900,0.685316,0.933492,0.035762,0.872831,0.874194,26,26
3.delete,140_2025_QH15_675263.txt,ok,,0.815499,0.642896,0.885046,0.055589,0.860188,0.865292,13,12
3.delete,140_NQ-CP_707328.txt,ok,,0.825842,0.684661,0.912425,0.056847,0.884373,0.889247,7,7
3.delete,141_2025_QH15_686550.txt,ok,,0.849886,0.670345,0.910698,0.036583,0.884235,0.885370,25,25
