filename,attack_group,layoutlmv3_cosine_similarity
278_NQ-UBTVQH16_709850.npy,3.delete,0.998687
279_NQ-UBTVQH16_709851.npy,3.delete,0.999615
27_2023_QH15_528669.npy,3.delete,0.999909
27_2026_NQ-HDND_709419.npy,3.delete,0.999399
27_2026_NQ-HDND_709748.npy,3.delete,0.999555
28_2023_QH15_583801.npy,3.delete,0.999920
28_2026_NQ-CP_710007.npy,3.delete,0.999527
28_2026_NQ-HDND_709420.npy,3.delete,0.999224
28_2026_NQ-HDND_710200.npy,3.delete,0.999667
29_2023_QH15_530116.npy,3.delete,0.999997
29_2026_NQ-HDND_709421.npy,3.delete,0.999907
30_2023_QH15_445699.npy,3.delete,0.999679
30_2026_NQ-HDND_709429.npy,3.delete,0.999181
31_2024_QH15_523642.npy,3.delete,0.999977
31_2026_NQ-HDND_709428.npy,3.delete,0.997219
32_2024_QH15_m_577203.npy,3.delete,0.999998
32_2026_NQ-HDND_709422.npy,3.delete,0.997458
33_2024_QH15_545181.npy,3.delete,0.999938
33_2026_NQ-HDND_709423.npy,3.delete,0.997980
34_2024_QH15_580434.npy,3.delete,0.999715
34_NQ-HDND_709431.npy,3.delete,0.998886
3579_QD-UBND_708038.npy,3.delete,0.999911
35_2024_QH15_588811.npy,3.delete,0.999958
35_NQ-HDND_707110.npy,3.delete,0.999975
36_2024_QH15_444251.npy,3.delete,0.999897
36_NQ-HDND_707610.npy,3.delete,0.998101
37_2024_QH15_588810.npy,3.delete,0.999788
38_2024_QH15_555033.npy,3.delete,0.999678
38_2026_QD-UBND_708135.npy,3.delete,0.994326
39_2024_QH15_575158.npy,3.delete,0.999987
40_2024_QH15_564046.npy,3.delete,0.999742
40_NQ-HDND_707111.npy,3.delete,0.999975
41_2019_QH14_387991.npy,3.delete,0.999967
41_2024_QH15_557190.npy,3.delete,0.999995
42_NQ-HDND_707609.npy,3.delete,0.999562
43_2019_QH14_367665.npy,3.delete,0.999819
43_2024_QH15_612195.npy,3.delete,0.998902
44_2024_QH15_583839.npy,3.delete,0.999874
44_NQ-HDND_707608.npy,3.delete,0.997609
45_2019_QH14_333670.npy,3.delete,0.999997
45_2024_QH15_583769.npy,3.delete,0.999954
45_NQ-HDND_707607.npy,3.delete,0.976667
46_2019_QH14_398157.npy,3.delete,0.999767
46_2024_QH15_524982.npy,3.delete,0.999660
46_2026_QD-UBND_708335.npy,3.delete,0.997719
46_NQ-HDND_707606.npy,3.delete,0.999809
47_2019_QH14_411945.npy,3.delete,0.999298
47_2024_QH15_583645.npy,3.delete,0.999995
47_NQ-HDND_707603.npy,3.delete,0.999305
48_2019_QH14_366794.npy,3.delete,0.999760
48_2024_QH15_556390.npy,3.delete,0.999871
49_2019_QH14_402073.npy,3.delete,0.999884
49_2024_QH15_548487.npy,3.delete,0.999928
50_2019_QH14_411944.npy,3.delete,0.998240
50_2024_QH15_445264.npy,3.delete,0.999899
51_2019_QH14_422706.npy,3.delete,0.999574
51_2024_QH15_m_505750.npy,3.delete,0.999781
52_2019_QH14_405729.npy,3.delete,0.999849
52_2024_QH15_630032.npy,3.delete,0.999081
53_2019_QH14_351558.npy,3.delete,0.999777
53_2024_QH15_m_607439.npy,3.delete,0.999632
